subject,run,trial,set_size,probe,response,correct,response_time
014,2,4,7,target,old,1,0.6366415251999911
014,2,5,5,target,old,1,0.8564903975999982
014,2,6,7,target,old,1,0.6894532653000169
014,2,7,5,lure,old,0,1.6903757700000028
014,2,9,5,target,old,1,0.6861525314999994
014,2,10,3,lure,new,1,0.9599133884999844
014,2,11,3,lure,new,1,1.1935653291999984
014,2,12,5,lure,new,1,0.7015559556999733
014,2,13,7,target,old,1,0.7286619813999664
014,2,14,3,target,old,1,0.8760947555999792
014,2,15,7,lure,new,1,0.9633141444999751
014,2,16,7,lure,new,1,1.218570887999988
014,2,17,3,lure,new,1,0.8682930212999622
014,2,18,5,target,old,1,0.9996222158000023
014,2,19,3,lure,new,1,1.007223905700016
014,2,20,3,target,old,1,0.7204601580999679
014,2,21,7,target,old,1,0.7678706973999851
014,2,22,7,target,old,1,0.75376756229997
014,2,23,7,target,old,1,0.7185597356000244
014,2,24,7,target,old,1,0.577228317700019
014,2,25,5,lure,new,1,1.2509780921000129
014,3,1,7,lure,new,1,1.3694024923000043
014,3,2,5,target,old,1,0.8439864311999941
014,3,3,3,lure,new,1,0.669847965200006
014,3,4,3,lure,new,1,0.8637908059000097
014,3,5,7,lure,new,1,1.0244262893000098
014,3,6,5,lure,new,1,1.3356950466000228
014,3,7,5,lure,new,1,0.8109791402000042
014,3,8,7,target,old,1,0.9046998424999799
014,3,9,3,target,old,1,0.7664693082000156
014,3,10,5,target,old,1,0.9778159934000428
014,3,11,5,target,old,1,0.8171805100000142
014,3,12,3,lure,new,1,0.6760493350000161
014,3,13,7,lure,new,1,1.0989427494999973
014,3,14,7,target,old,1,0.8209813496000038
014,3,15,3,target,old,1,0.7762714734000156
014,3,16,7,target,old,1,0.654044474300008
014,3,17,7,lure,new,1,2.2129888353000524
014,3,18,5,lure,new,1,1.3653015864999816
014,3,19,5,lure,new,1,2.134471491300019
014,3,20,5,lure,new,1,1.358400061999987
014,3,21,3,lure,old,0,0.9474092767000002
014,3,23,5,target,old,1,0.6913527154999883
014,3,24,7,lure,new,1,2.091461990799985
014,3,25,3,target,old,1,0.6137355703000367
015,1,1,3,target,old,1,0.9086331694000016
015,1,2,5,lure,new,1,0.9391409982000027
015,1,3,5,target,old,1,0.9733497767000046
015,1,4,7,target,old,1,0.7574943847999975
015,1,5,5,target,old,1,0.7491922544000005
015,1,6,7,lure,new,1,1.2592231362000064
015,1,7,5,target,old,1,0.7340883785000187
015,1,8,7,lure,new,1,1.259023084900008
015,1,9,3,target,old,1,0.6923776749000012
015,1,10,7,lure,new,1,1.065973545400027
015,1,11,3,target,old,1,0.8469173322000074
015,1,12,5,lure,new,1,0.9452425639000239
015,1,13,3,lure,new,1,0.6674712834999923
015,1,14,7,target,new,0,1.44307031430003
015,1,15,7,lure,new,1,0.7843012638999767
015,1,16,7,target,old,1,1.6172150026000054
015,1,17,5,target,old,1,0.8155092723999928
015,1,18,3,target,old,1,0.8501181536000217
015,1,19,7,lure,new,1,0.9372405104999757
015,1,20,5,lure,new,1,0.876524929899972
015,1,21,3,target,old,1,0.8225110692000044
015,1,22,3,target,old,1,0.873924262599985
015,1,23,5,target,old,1,0.6801745433999713
015,1,24,5,target,old,1,0.639063993700006
015,1,25,3,lure,new,1,0.8029060382000353
015,2,1,7,target,old,1,1.012256624900001
015,2,2,3,lure,new,1,0.6433631039999952
015,2,3,5,target,old,1,0.9096306073999898
015,2,4,3,target,old,1,0.7132808293000039
015,2,5,3,lure,new,1,0.8903257133000011
015,2,6,5,lure,new,1,1.1185835807999922
015,2,7,5,target,old,1,0.9717463549000058
015,2,8,7,target,old,1,0.6902749969000013
015,2,9,5,target,old,1,0.8187075568000068
015,2,10,7,lure,new,1,1.238113883799997
015,2,11,3,target,old,1,0.6715702549000184
015,2,12,5,target,old,1,0.6931757323999932
015,2,13,7,lure,new,1,1.16699585409998
015,2,14,7,lure,new,1,1.0199585775999935
015,2,15,7,target,old,1,1.3842509321999614
015,2,16,3,lure,new,1,0.7843988590000208
015,2,17,3,target,old,1,0.8624186383999586
015,2,18,5,lure,new,1,1.0330618995000123
015,2,19,7,lure,new,1,1.0927770384000155
015,2,20,3,target,old,1,0.9688456195000299
015,2,21,3,target,old,1,0.7799977431999991
015,2,22,5,lure,new,1,0.9658448587999828
015,2,23,7,target,old,1,1.0312614429999485
015,2,24,5,lure,new,1,0.7579921644000933
015,2,25,3,target,old,1,0.8162069228999371
015,3,1,5,target,old,1,0.6706706342000004
015,3,2,5,lure,new,1,0.716982416999997
015,3,3,3,lure,new,1,0.7426889574000057
015,3,4,5,target,old,1,0.977548711099999
015,3,5,3,target,old,1,0.8535171545999987
015,3,6,7,target,old,1,0.6208579606999933
015,3,7,7,lure,new,1,0.8782234404000064
015,3,8,5,target,old,1,0.7803985516000012
015,3,9,7,target,old,1,0.7339867431999778
015,3,10,3,lure,new,1,0.6743715757999951
015,3,11,5,target,old,1,0.8159075858999927
015,3,12,5,lure,new,1,0.9151328310999816
015,3,13,3,target,old,1,0.7088803556999892
015,3,14,7,target,new,0,1.2259119004999661
015,3,15,3,lure,new,1,0.8618192667999551
015,3,16,5,lure,new,1,0.7872002821000024
015,3,17,5,lure,new,1,0.9406393204999972
015,3,18,7,target,old,1,0.8818243566000206
015,3,19,3,target,old,1,0.6896754695000027
015,3,20,7,target,old,1,0.7866001294000284
015,3,21,3,lure,new,1,0.9268358086000035
015,3,22,7,lure,new,1,1.0211598068000285
015,3,23,3,target,old,1,0.6436637629999495
015,3,24,7,target,new,0,1.368448165000018
016,1,1,3,target,old,1,0.9022299352000047
016,1,2,7,target,old,1,1.2910290214999947
016,1,3,5,target,old,1,0.8129071711999956
016,1,4,5,lure,new,1,1.256020099500006
016,1,5,3,lure,new,1,1.0138583840000024
016,1,6,3,target,old,1,0.8751230270000008
016,1,7,5,lure,new,1,1.031362845000018
016,1,8,5,target,old,1,1.054368708200002
016,1,9,3,target,old,1,0.8583187444000373
016,1,10,7,lure,old,0,1.541392827300001
016,1,11,7,lure,new,1,0.9547433184000056
016,1,12,3,target,old,1,1.1661972078999838
016,1,13,7,target,new,0,1.294829990300002
016,1,14,5,target,old,1,1.3667483187999778
016,1,15,7,lure,new,1,1.8155627001000312
016,1,16,7,lure,new,1,1.2111086537000233
016,1,17,7,lure,new,1,1.220511049899983
016,1,18,5,target,old,1,1.3460430419999057
016,1,19,5,target,old,1,1.0895776813000566
016,1,20,5,target,old,1,1.465373453600023
016,1,21,3,target,old,1,0.7880008237000311
016,1,22,3,lure,new,1,0.8098063808999996
016,1,23,7,target,old,1,1.3099338394999904
016,1,24,5,lure,new,1,0.8303116066999792
016,1,25,3,target,old,1,1.1142839776999836
016,2,1,7,target,old,1,1.2045075455000003
016,2,2,3,lure,new,1,0.8587192556999952
016,2,3,7,target,old,1,0.792202272099999
016,2,4,5,target,old,1,1.1265876502999959
016,2,5,3,lure,new,1,0.6727717779999978
016,2,6,7,lure,new,1,0.8043053622999992
016,2,7,5,lure,new,1,0.9529433138999934
016,2,8,3,target,old,1,0.9010300589000053
016,2,9,5,target,old,1,1.378051856299976
016,2,10,5,target,old,1,1.4856793367000023
016,2,11,3,target,old,1,0.8968289863000223
016,2,12,7,lure,new,1,1.0818762340999797
016,2,13,5,lure,new,1,1.0131586884999706
016,2,14,3,lure,new,1,1.003156134600033
016,2,15,3,target,old,1,0.9726483451000263
016,2,16,3,target,old,1,0.9002298545999565
016,2,17,7,target,old,1,0.9896526867999569
016,2,18,7,lure,new,1,0.8489167528999815
016,2,19,7,target,old,1,1.3537456501999259
016,2,20,5,lure,new,1,1.1848025142001006
016,2,21,3,target,old,1,1.0253618044000632
016,2,22,5,lure,new,1,1.0393653799000049
016,2,23,3,target,old,1,0.8375138414000958
016,2,24,5,target,old,1,0.9713480130999415
016,2,25,7,lure,new,1,1.1424917109999342
016,3,1,3,target,old,1,0.8069069495000001
016,3,2,5,target,old,1,0.8785253176999959
016,3,3,7,target,old,1,0.8449166980000058
016,3,4,7,target,old,1,1.52209037450001
016,3,5,5,lure,new,1,0.9395409665000045
016,3,6,7,target,old,1,0.8776250868000091
016,3,7,3,lure,new,1,0.7809002795000026
016,3,8,7,target,old,1,0.9388407870000037
016,3,9,7,target,old,1,0.9928546399999902
016,3,10,7,target,old,1,0.8778251380999791
016,3,11,3,target,old,1,0.8214106693000076
016,3,12,5,lure,old,0,1.7575507635999656
016,3,13,5,lure,new,1,1.2107105139999703
016,3,14,3,target,old,1,0.810807949999969
016,3,15,7,lure,new,1,1.0561708788999908
016,3,16,5,target,old,1,0.7240857081999934
016,3,17,7,target,old,1,1.3520467628999882
016,3,18,5,target,old,1,0.9002308844999902
016,3,19,3,target,old,1,0.9844524851000074
016,3,20,3,lure,new,1,1.024262695300024
016,3,21,5,lure,new,1,0.9427417873999957
016,3,22,7,lure,new,1,0.8454168263000383
016,3,23,3,lure,new,1,1.0647730851000006
016,3,24,5,target,old,1,0.8162093352999591
016,3,25,3,lure,new,1,0.8943293709999125
017,1,1,5,lure,new,1,0.8926264667999995
017,1,2,7,target,old,1,1.273723154199999
017,1,3,5,target,old,1,1.4360643414999998
017,1,4,5,target,old,1,0.8870250456999997
017,1,5,3,lure,new,1,1.067270775499992
017,1,6,7,lure,new,1,0.7989026882999894
017,1,7,5,target,old,1,0.9173327350000022
017,1,8,7,lure,new,1,0.7568920297999853
017,1,9,3,target,old,1,1.2213098564999996
017,1,10,5,target,old,1,0.9421390284999802
017,1,11,3,target,old,1,0.982149179400011
017,1,12,5,lure,new,1,1.0423644564999677
017,1,13,7,lure,new,1,0.9416389017000029
017,1,14,5,target,old,1,1.112382220699999
017,1,15,7,target,old,1,2.33179159499997
017,1,16,3,lure,new,1,0.8190077890999987
017,1,17,3,target,old,1,0.8801232946000255
017,1,18,7,lure,new,1,0.8484152500000164
017,1,19,7,lure,new,1,1.8712747581000144
017,1,20,5,lure,new,1,0.7198826401999554
017,1,21,3,target,old,1,0.865419564099966
017,1,22,5,target,old,1,1.0022542803000078
017,1,23,3,target,old,1,0.7221832239000037
017,1,24,3,target,old,1,0.9288356532999842
017,1,25,7,target,old,1,0.988950905099955
017,2,1,7,target,old,1,0.9142330379000008
017,2,2,7,lure,new,1,0.9518426245000029
017,2,3,5,lure,new,1,0.9929531036000014
017,2,4,5,target,old,1,0.9761488201999953
017,2,5,5,target,new,0,1.3537450694000057
017,2,6,5,lure,new,1,1.0388648063999995
017,2,7,3,target,old,1,0.9403396925000038
017,2,8,7,lure,new,1,1.8108615884000017
017,2,9,3,target,old,1,0.7486908412000162
017,2,10,5,lure,new,1,1.2820267884000032
017,2,11,7,lure,new,1,1.2336144481000133
017,2,12,7,lure,new,1,0.795902875500019
017,2,13,3,lure,new,1,0.7165826568000284
017,2,14,3,target,old,1,1.289128598599973
017,2,15,3,target,old,1,0.6463647583000238
017,2,16,5,target,old,1,1.0525682995000238
017,2,17,7,target,old,1,0.983850783399987
017,2,18,5,lure,new,1,0.8325122072999989
017,2,19,5,target,old,1,0.808406062500012
017,2,20,3,target,old,1,0.7633945892000042
017,2,21,3,lure,new,1,0.9468413496999801
017,2,22,7,target,new,0,0.8423147059000371
017,2,23,3,lure,new,1,0.753992192499993
017,2,24,3,target,old,1,0.9173338281999577
017,2,25,7,target,old,1,1.2930295931000728
017,3,1,7,target,old,1,0.9788478287000011
017,3,2,3,lure,new,1,0.9610433208999964
017,3,4,3,target,old,1,0.9459394968000083
017,3,6,7,target,old,1,0.9163320006999953
017,3,7,3,target,old,1,1.0050544639000094
017,3,8,7,lure,new,1,0.9053292149000072
017,3,9,7,target,old,1,1.0294606430999806
017,3,10,7,lure,new,1,0.8102051309999752
017,3,11,7,target,old,1,0.8940263533000063
017,3,12,7,target,old,1,1.3546429740999884
017,3,13,5,target,old,1,0.9723461825999777
017,3,14,5,lure,new,1,0.8430134376000069
017,3,15,5,target,old,1,0.7495897841999977
017,3,16,5,lure,new,1,1.7502431336999962
017,3,17,3,lure,new,1,1.1683958191999864
017,3,18,5,lure,new,1,0.928535090299988
017,3,19,3,lure,new,1,0.8145062199999984
017,3,20,3,lure,new,1,0.7257837569000003
017,3,21,5,lure,new,1,0.7120802873999992
017,3,22,3,target,old,1,1.0290605417000052
017,3,23,7,target,old,1,1.954194771099992
017,3,24,7,target,old,1,1.0221587943999566
017,3,25,5,target,old,1,0.8058040166999376
018,1,1,3,target,old,1,1.4230636202999989
018,1,2,3,lure,new,1,1.0183602107999974
018,1,3,7,lure,new,1,0.9855518275999913
018,1,4,7,target,old,1,1.6851305835999995
018,1,5,3,target,old,1,0.90543135530001
018,1,6,7,lure,new,1,1.0612711754000088
018,1,7,7,lure,new,1,1.5037842460999968
018,1,8,7,target,old,1,1.2147103820000211
018,1,9,5,target,old,1,1.2333151360000159
018,1,10,3,target,old,1,1.3810528858000453
018,1,11,5,lure,new,1,0.9395400706999908
018,1,12,3,lure,new,1,0.667970679400014
018,1,13,5,target,old,1,1.4906808979000061
018,1,14,5,target,old,1,1.1559953792000215
018,1,15,3,target,old,1,1.0365648624000414
018,1,16,7,target,old,1,1.0269624087999887
018,1,17,7,lure,old,0,1.0360647346000178
018,1,18,5,lure,new,1,1.0732742423999753
018,1,19,7,lure,new,1,0.9310378983000192
018,1,20,5,target,old,1,1.1056825233999916
018,1,21,3,target,old,1,0.8713226398000415
018,1,22,3,target,old,1,0.8989296940000031
018,1,23,5,target,old,1,0.8661213108000538
018,1,24,5,lure,new,1,1.0891783061999831
018,1,25,5,target,old,1,1.0368649391000417
018,2,1,5,target,old,1,1.1988019749000003
018,2,2,5,target,old,1,0.9161307708999971
018,2,3,3,target,old,1,0.6344598187999964
018,2,4,3,target,old,1,0.8140050457000001
018,2,5,3,target,old,1,0.752789625700018
018,2,6,5,lure,new,1,1.0055532961999916
018,2,7,5,target,old,1,1.071269849999993
018,2,8,3,target,old,1,0.7008765488999984
018,2,9,3,lure,new,1,0.8540151240999876
018,2,10,7,lure,new,1,1.1384867816999815
018,2,11,3,target,old,1,0.6586659161999933
018,2,12,5,lure,new,1,0.7090786150000099
018,2,13,3,target,old,1,1.0275588393000135
018,2,14,5,lure,new,1,0.7118793203999871
018,2,15,5,target,old,1,0.8931249757999922
018,2,16,7,target,old,1,0.7768956980000326
018,2,17,7,lure,new,1,1.009654329199975
018,2,18,7,target,old,1,0.8697190798999941
018,2,19,7,lure,new,1,1.7353371266999602
018,2,20,3,lure,new,1,0.7566906083000049
018,2,21,3,lure,new,1,0.9438377501999753
018,2,22,7,target,new,0,1.0053532457000074
018,2,23,7,lure,new,1,0.7556903564000095
018,2,24,5,lure,new,1,0.7313842337000551
018,2,25,7,target,old,1,0.9848480805999316
018,3,1,7,lure,new,1,1.0669695803000003
018,3,2,3,lure,new,1,0.8046032909000047
018,3,3,7,target,old,1,0.8778217904000059
018,3,4,5,target,old,1,0.8564163819999919
018,3,5,7,target,old,1,0.8030028865999981
018,3,6,3,target,old,1,0.9331357660000208
018,3,7,7,target,old,1,0.7201819610999962
018,3,8,7,target,old,1,1.0800728909999862
018,3,9,7,target,old,1,0.7666937127999915
018,3,10,5,lure,new,1,0.8566164325999921
018,3,11,5,target,old,1,0.8196070817999725
018,3,12,3,lure,old,0,1.4446650088000297
018,3,13,5,target,old,1,1.0248589406999713
018,3,14,3,lure,new,1,0.8326103672000045
018,3,15,3,target,old,1,1.1724962426999923
018,3,16,5,lure,new,1,0.7058783472000414
018,3,17,3,target,old,1,1.1777975821000268
018,3,18,5,target,old,1,1.0310605075000012
018,3,19,7,target,old,1,0.8721203498000136
018,3,20,7,target,old,1,1.5102815874999465
018,3,21,3,lure,new,1,1.2001032178999935
018,3,22,7,lure,new,1,0.9295348562000072
018,3,23,5,lure,new,1,0.8947260613000481
018,3,24,5,lure,new,1,0.9821481494000182
018,3,25,3,target,old,1,0.8710200717999896
019,1,1,7,target,old,1,1.1995039240000018
019,1,2,5,lure,new,1,1.170796650299998
019,1,3,7,target,old,1,1.2326123128000006
019,1,4,3,target,old,1,1.0422640833999992
019,1,5,5,target,old,1,1.2604193584
019,1,6,5,target,old,1,1.2804244272000176
019,1,7,3,target,old,1,1.15929373580002
019,1,8,3,target,old,1,0.8203078452000057
019,1,9,7,lure,old,0,1.2736227038000152
019,1,10,5,target,old,1,1.5329884206000202
019,1,11,5,lure,new,1,1.5661968347000084
019,1,12,7,lure,new,1,1.3100319289999902
019,1,13,3,target,old,1,1.2183086887000059
019,1,14,7,lure,new,1,0.808304803999988
019,1,15,7,lure,new,1,1.4574692859000038
019,1,16,3,lure,new,1,0.699177153800008
019,1,17,5,lure,new,1,1.043764463499997
019,1,18,7,lure,new,1,0.9685454049999862
019,1,19,5,target,old,1,1.1596938371999954
019,1,20,3,lure,new,1,0.9999533630000315
019,1,21,3,target,new,0,1.342440140400015
019,1,22,5,target,old,1,2.5386432279999553
019,1,23,5,target,old,1,1.203805013799979
019,1,24,7,target,old,1,1.1393886922999172
019,1,25,3,target,old,1,0.9798482687999694
019,2,1,3,target,old,1,0.8843247398999985
019,2,2,7,lure,new,1,1.0998795203999947
019,2,3,7,target,old,1,1.1148833334000017
019,2,4,5,lure,new,1,1.2139084994999934
019,2,5,5,target,old,1,1.1340882140999895
019,2,6,5,target,old,1,1.0663710046000006
019,2,7,3,lure,new,1,0.9606441354999902
019,2,8,3,target,old,1,0.9969533629999887
019,2,9,3,target,old,1,1.2360141171999999
019,2,10,7,target,old,1,1.0605695303000005
019,2,11,5,target,old,1,0.9790488127999879
019,2,12,3,lure,new,1,1.0195591078999655
019,2,13,5,lure,new,1,1.0509670899000412
019,2,14,5,lure,new,1,1.5314892085000338
019,2,15,7,lure,new,1,1.9813035230999958
019,2,16,3,lure,new,1,1.0330625396999835
019,2,17,7,lure,new,1,0.9122318321000193
019,2,18,3,target,old,1,1.2954292168999473
019,2,19,7,target,old,1,1.162995560499951
019,2,20,3,target,old,1,1.2894276917000411
019,2,21,7,target,old,1,1.1430905019000193
019,2,22,5,lure,new,1,1.0773738009000908
019,2,23,5,target,old,1,1.2319130749999658
019,2,24,7,lure,new,1,1.1933032629000309
019,2,25,3,target,old,1,1.3493429183999979
019,3,1,3,lure,new,1,1.7602491067000017
019,3,2,5,target,old,1,1.1439918760000012
019,3,3,7,target,old,1,1.3578464383999886
019,3,4,5,lure,new,1,1.156495066000005
019,3,5,3,target,old,1,1.2684236231999932
019,3,6,3,lure,new,1,0.8304118696999865
019,3,7,7,target,old,1,1.561598423300012
019,3,8,7,lure,new,1,1.1680980262999867
019,3,9,7,target,old,1,0.9682470367000064
019,3,10,3,target,old,1,1.0178596948999825
019,3,11,3,target,old,1,1.017259541699957
019,3,12,7,target,new,0,2.2573759425999924
019,3,13,7,target,old,1,1.5423935233999941
019,3,14,3,target,old,1,1.5149865308999892
019,3,15,3,lure,new,1,1.093879090200005
019,3,16,7,lure,old,0,2.689186113900007
019,3,17,5,target,new,0,1.8140628365999873
019,3,18,5,lure,new,1,1.2747252309999908
019,3,19,5,target,old,1,1.093278937100024
019,3,20,5,lure,new,1,1.2827272725999137
019,3,21,5,target,old,1,1.295530539299989
019,3,22,5,lure,new,1,1.0262618384999769
019,3,23,7,target,old,1,2.134344552699986
019,3,24,3,lure,new,1,0.914233255699969
019,3,25,7,target,old,1,1.0603705409999975
020,1,1,5,target,old,1,1.270723119800003
020,1,2,5,target,old,1,1.3227363456999939
020,1,3,3,lure,new,1,1.0073561508000068
020,1,4,7,target,old,1,1.7414428145000045
020,1,5,7,lure,new,1,0.9583436877999958
020,1,6,3,lure,new,1,1.0053556420999996
020,1,7,7,lure,new,1,0.9870509875000266
020,1,8,7,lure,new,1,1.3958549383999923
020,1,9,3,target,old,1,0.962344705199996
020,1,10,7,lure,old,0,1.0706722508000155
020,1,11,3,target,old,1,1.097879168999981
020,1,12,7,lure,new,1,1.1165839253000058
020,1,13,3,target,old,1,1.0662711316999776
020,1,14,3,target,old,1,1.0474663500999668
020,1,15,5,target,old,1,1.2111079608999944
020,1,16,5,lure,new,1,1.1511927256000263
020,1,17,5,lure,new,1,1.0948784060000207
020,1,18,3,target,old,1,1.48357724440001
020,1,19,7,target,old,1,1.3615462143999935
020,1,20,5,target,old,1,0.8388132937000137
020,1,21,3,target,old,1,1.180700228800049
020,1,22,5,lure,new,1,1.1760990587999913
020,1,23,7,target,old,1,1.9249894867999728
020,1,24,5,target,old,1,1.3652471553999703
020,1,25,5,target,old,1,1.3414411019999761
020,2,1,3,target,old,1,1.1645950234999987
020,2,2,7,target,old,1,0.961143483699999
020,2,3,5,target,old,1,1.1345874216999903
020,2,4,7,lure,new,1,1.5221856108000082
020,2,5,3,target,old,1,0.6435630319000012
020,2,6,5,lure,new,1,1.012656533300003
020,2,7,3,lure,new,1,0.9200330692999898
020,2,8,3,target,old,1,1.07357196480001
020,2,9,7,lure,new,1,1.7366399379000086
020,2,10,3,lure,new,1,1.1042797438999798
020,2,11,3,lure,new,1,0.9653445479000311
020,2,12,7,lure,new,1,1.022959143200012
020,2,13,7,target,old,1,0.8937264051000398
020,2,14,5,lure,new,1,1.6143089481000175
020,2,15,5,lure,new,1,1.1648950994999723
020,2,16,5,target,old,1,1.176398013499977
020,2,17,3,target,old,1,0.8284098586000255
020,2,18,5,target,old,1,0.9252343869000015
020,2,19,7,target,old,1,0.9791480446999685
020,2,20,5,target,old,1,0.765894021700035
020,2,21,5,lure,new,1,1.0836745240000027
020,2,22,7,lure,new,1,1.354943243799994
020,2,23,3,target,old,1,0.9267347669999708
020,2,24,3,target,old,1,0.7355863440000121
020,2,25,7,target,old,1,0.7536909302999675
020,3,1,3,target,old,1,1.0022526079999992
020,3,2,7,target,old,1,1.0448633476999944
020,3,3,3,target,old,1,1.0385617593999967
020,3,4,7,target,old,1,0.8614171117999945
020,3,5,5,target,old,1,0.7148801785999979
020,3,6,7,target,old,1,1.2244086002000074
020,3,7,7,target,old,1,1.078071717499995
020,3,8,3,lure,new,1,0.8073034730000188
020,3,9,3,lure,new,1,1.0500646584999913
020,3,10,5,target,old,1,0.7139799516999972
020,3,11,5,lure,new,1,1.0747708855000155
020,3,12,5,target,new,0,1.9062804594000227
020,3,13,3,lure,new,1,1.5611934835999932
020,3,14,3,lure,new,1,1.1070790284999816
020,3,15,3,target,old,1,1.2494149029000141
020,3,16,7,target,old,1,1.1498898185000144
020,3,17,7,target,old,1,0.9454382885000427
020,3,18,5,lure,new,1,0.8770210445999851
020,3,19,5,lure,new,1,1.8094560558000126
020,3,20,7,lure,new,1,1.4768722312000477
020,3,21,7,lure,new,1,1.6425139795999826
020,3,22,5,lure,new,1,1.32633428959997
020,3,23,5,target,old,1,1.140987574799965
020,3,24,3,target,old,1,0.839511590699999
020,3,25,7,target,old,1,0.8334100528999215
021,1,1,7,lure,new,1,0.8883271541999989
021,1,2,3,target,old,1,0.8476167442000033
021,1,3,7,lure,new,1,0.7371885065000043
021,1,4,3,lure,new,1,0.7952033414000113
021,1,5,7,target,old,1,0.7663959750999965
021,1,6,3,target,old,1,0.9086323463999975
021,1,7,5,target,old,1,0.8297121657000162
021,1,8,7,lure,new,1,0.755093084900011
021,1,9,3,target,old,1,0.5338365073000091
021,1,10,5,lure,new,1,0.7009792474000278
021,1,11,3,lure,new,1,0.8051058736999721
021,1,12,5,target,old,1,1.078975904999993
021,1,13,7,lure,new,1,0.6207587343000114
021,1,14,5,lure,new,1,0.6980785055999945
021,1,15,7,target,old,1,0.8626205807000247
021,1,16,5,target,old,1,0.5374374282000076
021,1,17,3,target,old,1,0.6133568415000354
021,1,18,7,lure,new,1,0.8012048761000301
021,1,19,5,target,old,1,0.6875758200000064
021,1,20,5,target,old,1,1.0446671319000416
021,1,21,7,target,old,1,0.6021539769000128
021,1,22,5,target,old,1,0.6845750526999836
021,1,23,5,lure,new,1,0.7380887366999787
021,1,24,3,target,old,1,0.6328618291000794
021,1,25,3,target,old,1,0.6637697326000307
021,2,1,5,target,old,1,0.6822749522999985
021,2,2,3,target,old,1,1.7208412666000044
021,2,3,3,lure,new,1,0.5450397617999982
021,2,4,7,lure,new,1,0.5516414546000021
021,2,5,7,target,old,1,0.7022800821000033
021,2,6,7,target,old,1,0.7686971131000178
021,2,7,3,target,old,1,0.3204821795999919
021,2,8,7,lure,new,1,1.1567966315000149
021,2,9,3,target,old,1,0.7077814927999952
021,2,10,5,target,old,1,0.699779440899988
021,2,11,5,lure,new,1,0.6572685401000058
021,2,12,3,target,old,1,0.44721467699997675
021,2,13,7,lure,new,1,0.6540677191999862
021,2,14,3,lure,new,1,0.8412157085999752
021,2,15,3,target,old,1,0.5739471744000184
021,2,16,3,lure,new,1,0.6043549716999905
021,2,17,5,lure,new,1,0.622459614200011
021,2,18,5,lure,new,1,0.6186586394999267
021,2,19,3,target,old,1,0.6329623073999073
021,2,20,7,target,old,1,0.6449653852999973
021,2,21,5,lure,new,1,0.5758476616999815
021,2,22,7,target,old,1,0.9345396392000112
021,2,23,7,lure,old,0,0.6091562028999533
021,2,24,5,target,old,1,0.7760990112000172
021,2,25,5,target,old,1,0.9129340990000401
021,3,1,5,target,old,1,0.8197097643000006
021,3,2,3,lure,new,1,0.7222848331000051
021,3,3,3,target,old,1,0.5925516343000083
021,3,4,3,lure,new,1,0.5543418564000007
021,3,5,3,lure,new,1,0.5108307218999926
021,3,6,7,target,old,1,0.8296122982999918
021,3,7,5,target,old,1,0.5186327185000152
021,3,8,3,target,old,1,0.4162065075000214
021,3,9,7,target,old,1,0.4623183074999986
021,3,10,5,lure,new,1,0.7876015478000227
021,3,11,7,target,old,1,0.6466654822000351
021,3,12,5,lure,new,1,0.8133081260999688
021,3,13,7,target,old,1,0.9689479543999937
021,3,14,5,target,old,1,0.6429645350999635
021,3,15,7,lure,new,1,0.9054317005999906
021,3,16,5,target,old,1,0.5235339727000223
021,3,17,7,target,old,1,0.7589942271000041
021,3,18,7,target,old,1,0.6285608490999834
021,3,19,5,lure,new,1,0.5192328720999626
021,3,20,3,target,old,1,0.5979530165999449
021,3,21,5,lure,new,1,0.6248599020999563
021,3,22,3,target,old,1,0.5163321298000483
021,3,23,7,lure,new,1,0.7632953276998933
021,3,24,3,lure,new,1,0.6961781525000106
021,3,25,7,target,old,1,0.5751471805999699
022,1,1,7,target,old,1,1.452198017199997
022,1,2,5,lure,new,1,1.2707732786000037
022,1,3,3,target,old,1,1.1867618230999994
022,1,4,5,lure,new,1,1.4349956714999905
022,1,5,3,lure,new,1,1.1336545815999841
022,1,6,5,lure,new,1,1.275373905900011
022,1,7,5,target,old,1,1.154757459099983
022,1,8,7,lure,new,1,1.1235532042000216
022,1,9,3,target,old,1,1.1330544996999947
022,1,10,5,target,old,1,1.2309678508000275
022,1,11,3,target,old,1,1.5106059815000208
022,1,12,3,target,old,1,0.8867209103999585
022,1,13,3,target,old,1,1.549011218299995
022,1,14,5,target,old,1,1.3479838068000163
022,1,15,5,target,old,1,0.8180115413999829
022,1,16,3,lure,new,1,1.3827885526999921
022,1,17,7,lure,new,1,2.4050279419000162
022,1,18,7,target,new,0,1.4871027765999543
022,1,19,5,target,new,0,2.1505932480999945
022,1,20,7,lure,new,1,1.5329090226999824
022,1,21,7,lure,new,1,1.1641587410000511
022,2,1,5,lure,new,1,1.8432808594
022,2,2,7,lure,new,1,1.5078661458000013
022,2,3,7,lure,new,1,1.4149620702999925
022,2,4,5,target,old,1,1.2784560821999946
022,2,5,7,target,old,1,1.6940743140999928
022,2,6,5,target,old,1,1.0421457159000056
022,2,7,5,lure,new,1,1.985887115100013
022,2,8,3,lure,new,1,1.356159490799996
022,2,9,3,target,old,1,1.3846607410999923
022,2,10,3,lure,new,1,1.4339629036999781
022,2,11,3,target,old,1,1.5011658518000104
022,2,12,7,target,old,1,1.9343848558000332
